Depth,Plot,Treatment,Block,Species,Total2010,Exotic2010,Native2010,PC1,PC2,Root_depth,SRL,LMA,Nmass,Aarea,LUE,WUE,Height,R.S,Seed_mass
Deep,80,Ordered,6,12,605.6613333,0,605.6613333,-0.7471395,0.1808534,10.94678743,3.542719994,45.85675226,2.168056191,13.61846846,0.129116732,3.365369147,11.4556588,0.687587907,2.462391315
Deep,81,Random,6,16,477.9953333,33.80166667,444.1936667,-0.5224874,0.5648226,9.596283533,2.732184764,65.99557014,2.129099151,17.91459726,0.141694074,3.550438748,9.6406396,0.651347505,2.670103215
Deep,82,Random,6,2,1104.164667,961.3333333,142.8313333,0.95,-0.42,14.41666667,1.288950091,40.35452991,1.789409339,13.94428659,0.139,5.120419802,49.2,0.486,4.585
Deep,83,Random,6,5,529.7546667,47.173,482.5816667,0.7678718,-0.7873845,9.64012345,1.061647585,38.62102992,2.545024401,19.55198645,0.158840616,7.406426177,7.349962,0.361399109,0.867479754
Deep,84,Random,6,8,657.641,115.4113333,542.2296667,-0.15804988,0.264055941,13.5204845,2.495941214,31.96484708,2.621882072,14.00762406,0.114851735,3.135405069,8.993522235,0.965039193,3.169340332
Deep,85,Random,6,12,566.963,0.609333333,566.3536667,0.371825582,-0.667649924,9.242126145,1.275063484,43.25138328,2.348235292,19.6382402,0.152282663,5.324399278,9.829248958,0.491299842,1.696980793
Medium,92,Ordered,7,2,51.70333333,8.438,43.26533333,0.7197542,1.5370893,12.75041417,2.475253043,61.39123659,2.003858594,17.6532832,0.154026568,4.13441445,25.084782,6.456570999,5.11638307
Medium,93,Ordered,7,5,456.1816667,31.23,424.9516667,-1.3482963,1.782906,5.085418583,2.179490581,112.3910555,1.585869163,22.58525618,0.13970788,2.961556383,4.769158,0.351835304,1.745609334
Medium,94,Ordered,7,8,676.4663333,0.567,675.8993333,-1.0603333,0.7920782,8.12238935,2.926098943,68.16649943,1.910441076,16.32742493,0.12515213,3.12568911,8.68950375,0.46404231,1.446629593
Medium,95,Ordered,7,12,342.5946667,0.587333333,342.0073333,-0.8095824,0.1181176,10.49096533,3.152358057,46.62588351,2.208667676,13.67643812,0.132274312,3.402622131,10.31433775,0.78455014,2.386204715
Medium,96,Ordered,7,16,512.2426667,0,512.2426667,-0.755583556,-0.023508635,9.454461178,2.980837854,45.22729252,2.141284094,13.85454137,0.135338151,3.412406546,10.91084721,0.433347904,1.622095138
Medium,97,Random,7,2,431.3823333,0,431.3823333,-0.6026726,0.1738014,11.3858485,2.597467719,28.36740032,2.374496921,12.10180401,0.1017502,2.686771723,9.200996,0.489776643,1.150962108
Medium,98,Random,7,5,634.669,0,634.669,0.2858096,-0.7866948,7.824693417,0.621449899,45.22509196,2.298072438,20.88264938,0.151854244,4.221073152,10.596072,0.177694621,0.720089568
Medium,99,Random,7,8,456.7676667,0,456.7676667,-0.3614581,-0.1378725,6.954332117,1.284358198,61.63844728,2.067972656,19.6273025,0.147540516,4.527414205,7.8405297,0.274684768,0.992721811
Medium,100,Random,7,12,633.055,8.52,624.535,-0.4583458,0.1831201,11.99130422,2.655651357,33.95037918,2.490372765,12.98785443,0.116266382,3.347068402,9.3615367,0.999299387,2.46077699
Shallow,107,Ordered,8,2,324.8963333,166.2423333,158.654,0.7407568,1.3585672,12.90240667,2.367040662,59.47230675,1.984296926,17.31495532,0.152655872,4.224356052,27.284528,5.911946452,5.06791128
Shallow,108,Ordered,8,5,295.5496667,0,295.5496667,-1.2816548,1.7706514,5.352999183,2.198819209,109.737106,1.61317891,22.10897039,0.139108176,3.070022266,5.7790516,0.627325331,1.869312946
Shallow,109,Ordered,8,8,605.8796667,0,605.8796667,-0.8502261,0.3987934,9.870906167,2.943694424,46.50529234,2.120925995,13.83865623,0.114429752,2.897987218,9.558768,0.426107886,1.29378214
Shallow,110,Ordered,8,12,541.232,11.31333333,529.9186667,-1.463781962,-0.143185768,8.105775459,3.694611088,49.45795349,1.825084971,11.89458901,0.132461927,3.327120168,11.83766002,0.313965965,1.157576193
Shallow,111,Ordered,8,16,340.41,6.667,333.743,-0.852822072,0.032505175,8.343242568,2.587496071,47.75805315,2.349758836,13.576648,0.139938317,3.423952328,8.552353226,0.603308066,0.911164539
Shallow,112,Random,8,2,736.2593333,0,736.2593333,0.0631152,-0.6730012,7.1559476,0.654639847,46.78608058,2.113665714,20.47225309,0.144294048,4.123112434,9.5647276,0.176128572,0.74167204
Shallow,113,Random,8,5,571.6126667,35.879,535.7336667,-1.024135941,-0.1100049,10.00583603,4.253020257,38.65484819,1.953079769,11.33986086,0.124268719,3.347347144,13.83907314,0.365513842,1.288781382
Shallow,114,Random,8,8,611.1473333,0,611.1473333,-0.8400802,-0.0304351,8.9403172,3.628289453,70.16020998,2.001701876,16.67660064,0.169779086,4.193414249,13.3923836,0.630351759,2.991313835
Shallow,115,Random,8,12,491.494,33.782,457.712,-0.510446204,0.10198132,10.86385454,2.415151111,34.05208053,2.37039815,13.34365513,0.114121489,3.245259256,8.853515235,0.523269724,1.36730274
Deep,122,Ordered,9,2,193.0556667,137.6666667,55.389,0.6205362,2.3804423,12.03238917,2.986457184,70.45641807,2.096269514,19.25157174,0.160501848,3.709522969,14.693002,9.029421897,5.34536777
Deep,123,Ordered,9,5,816.995,0,816.995,-1.3392875,1.7765123,5.1474415,2.195054275,110.753212,1.607268698,22.11850456,0.138283888,3.065760144,5.348722,0.491928867,1.781878965
Deep,124,Ordered,9,8,910.739,0,910.739,-0.553748837,0.396142861,11.19891529,2.703556475,38.41123023,2.317579419,13.59803339,0.111243632,2.90123048,9.220625856,0.888662088,1.738805544
Deep,125,Ordered,9,12,966.3793333,4.490333333,961.889,-0.8573012,0.3502914,9.894690533,2.801285875,44.76527723,2.149333248,13.6757459,0.113482876,2.873664515,9.24357455,0.437553151,1.255238777
Deep,126,Random,9,16,886.3083333,0,886.3083333,-0.690571394,0.08204448,9.09533038,2.638908292,50.11554543,2.135787018,15.59884283,0.130074047,3.324023462,10.29654383,0.342950772,1.154070221
Deep,127,Random,9,2,307.71,0,307.71,2.8906192,-1.6558978,15.14418875,0.184319018,44.01282768,4.871783508,13.66024002,0.242715634,5.941765126,20.483617,0.249589217,1.641314848
Deep,128,Random,9,5,698.566,0.144666667,698.4213333,0.4477443,-0.6549979,9.8052,1.066770646,41.65661925,2.704079836,17.90998623,0.153658282,4.072944296,11.625581,0.262848706,0.945596883
Deep,129,Random,9,8,668.2436667,0,668.2436667,-1.0094833,0.1791849,9.26699415,3.508811383,47.98025876,1.97632627,13.25017718,0.123432978,3.218446329,11.4556888,0.406160371,1.289075101
Deep,130,Random,9,12,727.795,0,727.795,-0.567446574,-0.759945199,7.079441994,1.675281265,50.55744558,2.088152029,19.33469661,0.158913045,4.26639879,10.26894674,0.221788185,0.587688845
