Depth,Plot,Treatment,Block,Species,Total2011,Exotic2011,Native2011,PC1,PC2,Root_depth,SRL,LMA,Nmass,Aarea,LUE,WUE,Height,R.S,Seed_mass
Medium,19,Ordered,2,8,429.79,150.98,278.815,-1.188251117,0.865857741,7.458278984,3.652706901,77.94629174,1.778160939,16.26278062,0.137817134,3.932198007,11.33772247,0.960983303,2.114215325
Medium,20,Ordered,2,12,280.77,76.79,203.9766667,-0.4959844,-0.5273749,9.482067667,3.968530519,52.73428694,2.351665564,12.06778368,0.16751932,4.466281337,16.91374855,0.365376361,1.424824841
Medium,21,Random,2,16,316.17,94.68,221.4833333,-0.3649949,0.0883039,8.516117917,2.758964937,61.78243065,2.240054571,16.63459457,0.165396088,4.233843465,11.74687465,0.713713155,2.224243726
Medium,22,Random,2,2,393.07,140.83,252.2366667,-0.208069,1.2488422,8.862271735,2.817091697,68.08120024,2.520066359,16.88050927,0.183979596,3.51411955,6.7997436,5.264902079,2.81305154
Medium,23,Random,2,5,396.94,230.99,165.95,-1.5384286,1.3108448,4.9176536,2.213545172,103.0044188,1.608516321,20.721099,0.143138726,3.032923728,5.251925,0.263295592,1.49984472
Medium,24,Random,2,8,261.46,149.63,111.8316667,-1.321521885,1.062086879,6.42069636,3.658150815,91.38782622,1.53118403,18.42647526,0.147411786,3.447358925,10.84664013,0.765818261,1.892773802
Medium,25,Random,2,12,240.44,67.8,172.6383333,-0.438438931,0.066391372,10.95049624,2.688240762,42.63895149,2.336352896,14.54047313,0.129002294,3.997860325,10.32947256,0.87240838,2.466964403
Shallow,32,Ordered,3,2,310.69,221.17,89.52166667,0.8527048,0.4070092,13.71255667,1.790247326,49.24403228,1.880029377,15.51160103,0.145349792,4.703762526,39.009608,3.008990211,4.80954708
Shallow,33,Ordered,3,5,359.91,112.88,247.035,-1.112985,1.7013344,6.2498169,2.189228554,104.5262697,1.724503652,21.39444802,0.137730032,3.329846926,7.5340324,0.847175435,2.353598009
Shallow,34,Ordered,3,8,410.84,193.33,217.5083333,-0.18201188,1.152354976,11.98148744,2.57198722,73.4921414,2.361283786,19.53510798,0.138953376,3.742039843,9.344430256,1.387904141,4.743400253
Shallow,35,Ordered,3,12,400.88,128.95,271.93,0.397796722,-0.034459355,10.5867995,1.71165672,64.60812626,2.973903379,16.2171015,0.172550654,4.320611616,13.24712648,0.471462036,1.947758863
Shallow,36,Ordered,3,16,349.14,90.35,258.7916667,-0.300578906,0.442696327,8.560968276,2.352937981,75.40550297,2.339026887,18.18744687,0.164725875,4.004421991,10.78138951,0.85917111,2.231237319
Shallow,37,Random,3,2,328.99,259.36,69.63333333,-0.5881678,0.1606402,11.3849007,2.583116012,28.3570651,2.376128443,12.17527071,0.102278586,2.725060954,9.17726275,0.478605836,1.146252401
Shallow,38,Random,3,5,425.15,152.53,272.6266667,1.829344,-1.0392864,12.5859151,0.616049702,54.24790489,4.073338144,15.04511513,0.215779382,5.335200275,16.9751482,0.338266022,1.532085797
Shallow,39,Random,3,8,116.85,77.08,39.76666667,0.1934529,-0.7196077,8.034907967,1.463499736,45.5627307,2.159950171,19.30571991,0.155575786,5.192494316,11.00479925,0.367783811,0.962232906
Shallow,40,Random,3,12,352.22,184.83,167.3816667,0.3502917,-0.5378229,10.02495275,2.902907237,51.79458489,2.672058724,15.05778499,0.186266752,4.80475218,15.9693397,0.9490067,1.822440832
Deep,47,Ordered,4,2,485.44,288.17,197.27,0.8120942,0.7521993,13.41866417,1.999486647,52.95447251,1.917853793,16.16579137,0.148000168,4.529851562,34.756182,4.062075525,4.90327207
Deep,48,Ordered,4,5,339.88,144,195.88,-0.4256337,1.5870446,9.236720667,2.165429826,93.26963352,1.939101572,21.54433761,0.145211496,3.532113777,11.276782,1.803509681,3.855006357
Deep,49,Ordered,4,8,368.8,104.83,263.965,-0.83800352,0.750472695,8.737219812,3.019442974,67.12760317,1.85460849,16.10124058,0.131372652,3.441624179,13.44910071,1.016369734,2.00126507
Deep,50,Ordered,4,12,681.61,32.41,649.2016667,0.9307747,-0.4337736,11.15765067,1.583252296,62.84099724,3.396229402,15.4884621,0.19360609,4.745515428,15.1372385,0.353084336,1.592255401
Deep,51,Ordered,4,16,989.8,247.5,742.3016667,2.0661412,-1.3624208,13.69837655,1.221183851,47.09168726,4.111099855,13.77174149,0.22646529,5.664318082,21.3924426,0.309972999,1.917769932
Deep,52,Random,4,2,253.86,162.5,91.35666667,0.1537521,2.2600118,10.85270417,4.077338594,73.80195704,1.942691153,18.4205545,0.166865508,3.729259206,11.95459,8.794712438,4.89172535
Deep,53,Random,4,5,338.16,237.74,100.4216667,-0.507074271,1.071086111,10.58059287,2.348884085,71.21612458,2.243461232,18.81440216,0.132936939,3.202771272,6.964183442,1.168949003,3.486663577
Deep,54,Random,4,8,280.64,42.66,237.985,-0.2441783,-0.5024353,9.808902684,3.779526015,48.81894653,2.320723752,13.29750984,0.166451114,4.350607375,16.8063494,0.851278857,1.577385985
Deep,55,Random,4,12,642.03,577.17,64.86666667,0.64103911,0.69196702,13.30850799,2.197394606,52.48832954,2.830609553,17.60596628,0.161819402,3.935886685,10.94489185,3.139459113,4.551058856
Medium,62,Ordered,5,2,392.11,81.66,310.4566667,0.8697782,0.2618853,13.83611417,1.70227949,47.6840989,1.864127337,15.23656807,0.144235528,4.776877709,40.797822,2.566254895,4.77014347
Medium,63,Ordered,5,5,312.81,185.82,126.9916667,-0.4698308,1.1759579,8.607068001,2.023729366,83.91605707,1.737016307,18.77358687,0.138512584,3.880581143,19.971766,1.483106888,2.990649075
Medium,64,Ordered,5,8,328.23,202.8,125.4233333,-1.0504452,1.0389202,7.15160965,3.356480301,85.885577,1.633637447,18.34368668,0.145998986,3.671172885,11.78604275,1.210999188,2.106092622
Medium,65,Ordered,5,12,822.2,200.04,622.16,1.6178952,-1.2058259,12.76626228,1.574095962,50.19054869,3.884876769,13.38745032,0.216787298,5.554365569,19.77259985,0.323273438,1.622905635
Medium,66,Ordered,5,16,471.89,167.64,304.25,1.146947,-0.7363472,11.5242843,1.362201615,55.4232194,3.437880787,15.42986325,0.197025578,4.966959149,16.4488519,0.310049303,1.60768837
Medium,67,Random,5,2,269.98,226.86,43.12333333,0.07,0.02,8.4,1.352160634,69.25333822,2.318,28.89422794,0.1684,3.540652037,10.1,0.205531239,0.51625
Medium,68,Random,5,5,449.43,407.85,41.585,0.035415154,-0.276252863,6.962396174,1.849867737,50.47937926,2.863633577,15.14977458,0.197166096,5.424524643,8.765713007,1.101094686,1.531827088
Medium,69,Random,5,8,506.11,169.26,336.8483333,2.321243812,-1.36898889,13.66941254,0.513907604,43.62966273,4.154980425,14.97500444,0.230168646,5.706954569,21.85085911,0.265782117,2.068476257
Medium,70,Random,5,12,394.38,238.11,156.2733333,-1.9122868,-0.6860373,6.841798183,4.845000215,49.31331137,1.545290274,9.688622057,0.14998344,3.986811671,15.5646916,0.381052012,1.110421889
Deep,77,Ordered,6,2,294.19,131.2,162.9916667,0.8291258,0.6074307,13.54191917,1.911734178,51.39835825,1.901990685,15.89143176,0.146888632,4.60278774,36.540018,3.620424137,4.86396493
Deep,78,Ordered,6,5,355.86,129.43,226.435,-0.8746633,1.7204454,7.519518183,2.170352956,103.6922629,1.864518961,22.34096541,0.141704936,3.314992317,6.4863916,0.909081425,3.142536266
Deep,79,Ordered,6,8,299.42,100.83,198.5816667,-1.054323043,0.345100751,8.979101274,3.972615736,58.47140094,1.85299548,14.16216361,0.133376668,3.559031213,12.79334633,0.575313345,1.807716265
Deep,80,Ordered,6,12,477.92,39.67,438.255,0.2719227,-0.1462208,11.49941868,2.377550895,54.23644671,2.967180551,15.01753526,0.170469394,4.166802594,12.51731295,0.634199641,2.379590102
Deep,81,Random,6,16,434.88,80.67,354.215,-0.119490595,-0.277818378,9.905074067,2.668612928,51.39864416,2.507880758,14.9915969,0.167052569,4.154970285,13.22339883,0.459300661,2.137288922
Deep,82,Random,6,2,412.23,122.91,289.3166667,0.4220297,-0.6193734,13.0313087,1.45911031,39.69388086,1.758641298,12.77982333,0.141264488,4.933986256,44.314121,0.440526824,4.02835439
Deep,83,Random,6,5,345.07,280.84,64.22666667,-0.5807361,1.6165576,7.311375934,2.632681979,63.80199626,2.387633739,13.45422205,0.121993606,6.078241869,8.81513675,5.576102743,2.517114052
Deep,84,Random,6,8,338.47,148.88,189.595,-0.3034434,0.7638302,11.64300225,2.259813643,62.63107366,2.389025109,18.11944338,0.134276776,3.592961847,8.1231788,1.040404288,3.888754297
Deep,85,Random,6,12,437.05,153.52,283.5316667,0.3339823,-0.8695191,9.3814384,2.854070172,52.43510127,2.678421083,15.07468488,0.192500522,5.380686369,16.27707585,0.365597473,1.444844242
Medium,92,Ordered,7,2,298.39,259.67,38.71833333,0.8308054,0.5931541,13.55407417,1.90308032,51.24489941,1.900426318,15.86437533,0.146779016,4.609980465,36.715934,3.57686994,4.86008859
Medium,93,Ordered,7,5,282.07,113.51,168.5633333,-0.347604276,1.357452975,9.412106272,2.077313884,87.38288592,1.880199734,20.31835051,0.14303232,3.729372992,15.92822968,1.666006232,3.686416486
Medium,94,Ordered,7,8,408.57,45.32,363.2433333,-0.8827575,0.9253796,8.502124633,2.628620658,72.89862416,1.97888497,17.8434508,0.128952712,3.231844257,7.7601119,0.521115271,1.938339816
Medium,95,Ordered,7,12,506.84,31.55,475.2866667,1.3671311,-0.7787672,12.33305305,1.040359697,53.82267383,3.749960151,14.96769339,0.200334546,5.006735404,15.32426295,0.349681079,1.680030568
Medium,96,Ordered,7,16,525.54,182.1,343.4366667,-0.651773318,-0.392208722,8.748492568,3.187241791,44.25082454,2.056430575,14.11760325,0.149050137,3.91789914,12.97156762,0.332984437,1.410747563
Medium,97,Random,7,2,338.11,207.81,130.3016667,-0.6,0.17,11.4,2.596402025,28.29078492,2.374401307,12.11309741,0.1018,2.680081978,9.2,0.480762743,1.15
Medium,98,Random,7,5,390.66,127.17,263.4933333,0.6081415,-0.8870346,8.9842885,0.588697883,43.79665612,2.532081655,19.35390764,0.15979965,4.485896824,14.13142,0.203336538,1.071060223
Medium,99,Random,7,8,359.03,51.62,307.41,0.362717546,-0.265401592,8.229678706,1.214028188,63.00137794,2.7004599,18.60589931,0.184376148,4.567960398,10.83362748,0.301587126,1.594403694
Medium,100,Random,7,12,261.4,83.1,178.295,0.0925719,0.2218874,13.47764122,3.028837334,39.13357996,2.600653776,15.18437757,0.140430872,3.828520737,11.27882,1.383381313,4.055695062
Shallow,107,Ordered,8,2,328.01,222.3,105.7133333,0.7096196,1.6232334,12.67707167,2.527469874,62.31719749,2.013297886,17.81654002,0.154687984,4.091014007,24.023316,6.719374268,5.13977266
Shallow,108,Ordered,8,5,317.75,168.83,148.9216667,-0.430782292,1.10897051,8.925620512,1.931262017,86.22943118,1.749209545,19.75722316,0.140882101,3.753204426,19.26222898,0.862884249,3.162922834
Shallow,109,Ordered,8,8,321.04,131.38,189.66,-1.262661853,0.932436449,7.007448866,3.864937815,83.08022628,1.596136654,17.25962659,0.144708506,3.481043011,11.0699149,1.034068103,1.88272312
Shallow,110,Ordered,8,12,411.41,149.73,261.6766667,-0.069199792,-0.322340923,10.39963761,2.556469998,53.04679695,2.764467119,13.55726763,0.168482425,4.155503168,13.53616636,0.814220737,1.85798235
Shallow,111,Ordered,8,16,509.47,190.57,318.8983333,0.282841157,-0.168782376,9.704595575,1.608210264,60.96217824,2.825225068,16.98685496,0.17192259,4.265936675,11.85817571,0.555538895,1.750857395
Shallow,112,Random,8,2,512.89,178.57,334.3216667,0.0112072,-0.5835282,7.0787686,0.710004697,49.19560431,2.094198882,20.55240922,0.144130128,4.08005738,9.3850986,0.180035543,0.77739294
Shallow,113,Random,8,5,447.46,222.51,224.9533333,-0.0164304,-0.4579584,11.7864828,3.296176109,46.41164987,1.631722715,12.89959984,0.148101016,4.811475819,37.436705,0.368545601,3.334871557
Shallow,114,Random,8,8,911.96,36.18,875.7783333,1.942214478,-1.151556384,13.45997965,1.223217634,53.51068476,4.123494469,14.43468693,0.224620292,5.509257133,18.95089709,0.313206062,1.929722418
Shallow,115,Random,8,12,325.53,214.61,110.9283333,0.115723543,0.216229638,11.84269667,2.230800556,41.43748058,2.622576786,15.86606487,0.14778882,3.698818095,9.985191898,1.317308895,3.248794464
Deep,122,Ordered,9,2,325.58,160.5,165.0833333,0.7074574,1.6416121,12.66142417,2.538610247,62.5147497,2.015311744,17.85137059,0.154829096,4.081754594,23.796854,6.775442906,5.14476279
Deep,123,Ordered,9,5,302.53,91.32,211.2083333,0.0618354,0.9855347,11.63392995,1.915200219,73.99096479,2.102419241,18.5317451,0.138998456,4.37882185,22.2866352,1.430889733,4.728580769
Deep,124,Ordered,9,8,355.17,94.09,261.0766667,-1.097159228,1.05895561,7.274158192,2.91629848,83.24890808,1.799382134,18.40864024,0.135598378,3.420456996,8.230230198,0.61105908,1.842528344
Deep,125,Ordered,9,12,767.94,134.38,633.5566667,1.515674113,-1.117079842,12.64008947,1.856544869,53.13688484,3.744506875,13.62446445,0.216334331,5.426977874,20.69657113,0.292766541,1.739015739
Deep,126,Random,9,16,601.7,200.21,401.4966667,0.0526499,-0.5407266,9.565246033,3.193229477,57.34206297,2.653982277,14.01395569,0.18680207,4.67113591,16.6143832,0.372344777,1.63471341
Deep,127,Random,9,2,745.52,317.17,428.35,2.8902496,-1.6583464,15.132735,0.182927587,44.00851958,4.872085571,13.64972037,0.242765992,5.942232868,20.493396,0.246508557,1.62978583
Deep,128,Random,9,5,397.92,164.17,233.75,1.6950357,-1.1520695,12.82343825,0.696286618,41.24546181,3.85710354,14.90907461,0.19746605,4.990122408,16.263889,0.270477472,1.33572551
Deep,129,Random,9,8,310.5,28.98,281.52,-0.2348135,-0.1173583,7.7633357,2.558409316,57.2123436,2.245924634,16.97722969,0.178979488,4.084727277,11.4187498,0.267601944,1.886297805
Deep,130,Random,9,12,277.41,95.53,181.875,0.256738267,-0.912483025,7.843923089,2.462320876,43.7544592,2.424133779,16.15480776,0.205519043,5.546170414,14.14225967,0.498958044,2.021295375
